Entry	merged_ids
Q96B01	[' 30289697', ' 10856253', ' 15489334', ' 11459987', ' 24831703', ' 20871615', ' 30311374', ' 19413330', '9396801', ' 17996710', ' 16990250', ' 19609323', ' 31253762', ' 14702039', ' 20207730', ' 17114795', ' 27463890', ' 24141787', ' 21406692', ' 22645308', ' 32876692', ' 23149936', ' 21903585', ' 25416956', ' 28963981', ' 19941829', ' 11751635', ' 31757951', ' 19615732', ' 28319063', ' 29165669', ' 34097859', ' 29126163', ' 28158555', ' 21269460', ' 17200672', ' 19584259', ' 18316552', ' 22593209', ' 19369211', ' 22375013', ' 14966907', ' 18957201', ' 11006276', ' 31586400', ' 33326746', ' 23686288', ' 22452920', ' 26323318', ' 19074197', ' 23754376', ' 20201926', ' 23186163', ' 14527420', ' 12912992', '10801132', ' 21520333', ' 31400850', ' 33314567', ' 23487458', ' 18669648', ' 20965415', ' 19268590', ' 23509288', ' 24485656', ' 31585101', ' 16337601', ' 28240985', ' 17996711', ' 20871616', ' 28089683', ' 25260751', ' 32732220', ' 24371268', ' 33195396', ' 31636395', ' 17420451', ' 21307306', ' 15916957', ' 24509834', ' 23731732', ' 25288561', ' 17200671', ' 32350107', ' 33172895', ' 24076221', ' 31317661', ' 14716019', ' 17200668', ' 20068231', ' 27899578', ' 34058198', ' 27239033']
O43502	[' 24631219', ' 30289697', ' 10856253', ' 12427746', ' 15489334', ' 11459987', ' 20697805', ' 20723205', ' 19714462', ' 24831703', ' 20871615', ' 30311374', ' 22451500', ' 23176254', ' 17996710', ' 30949688', ' 21409391', ' 19609323', ' 20522537', ' 30587560', ' 28024868', ' 18283110', ' 19064565', ' 22370629', ' 16625196', ' 20207730', ' 17981954', ' 32669601', ' 17114795', ' 24141787', ' 22645308', ' 9135082', ' 24800917', ' 11842113', ' 34321239', ' 17344431', ' 34736042', '9469824', ' 26496610', ' 23149936', ' 9398850', ' 10801132', ' 33657816', ' 16215984', ' 20496165', ' 26820992', ' 19941829', ' 16395335', ' 11751635', ' 31757951', ' 15170666', ' 9660953', ' 28319063', ' 15164066', ' 29165669', ' 11751636', ' 28158555', ' 19237606', ' 11171374', ' 21990120', ' 21269460', ' 33832919', ' 17200672', ' 9826763', ' 19584259', ' 17541404', ' 9660954', ' 20062530', ' 23117857', ' 22593209', ' 19369211', ' 26406419', ' 32359370', ' 17353931', ' 22752287', ' 20400963', ' 21980511', ' 21616938', ' 18957201', ' 29158291', ' 29988077', ' 31642493', ' 25154786', ' 11006276', ' 31586400', ' 9311981', ' 23686288', ' 28802053', ' 11744692', ' 12036913', ' 32107557', ' 19074197', ' 8650194', ' 22725699', ' 34488828', ' 18535008', ' 26057125', ' 12966089', ' 23512992', ' 19783859', ' 21965664', ' 23186163', ' 28796317', ' 14527420', ' 24742710', ' 12912992', '10525529', ' 11842112', ' 16123081', ' 20413593', ' 21520333', ' 27328445', ' 20965415', ' 9008167', ' 19268590', ' 14704354', ' 22843497', ' 23509288', ' 24485656', ' 9443891', ' 26261251', ' 25669972', ' 16337601', ' 27753535', ' 20400964', ' 28240985', ' 17996711', ' 20871616', ' 28089683', ' 32732220', ' 24371268', ' 33195396', ' 23810717', ' 31636395', ' 17420451', ' 25086635', ' 25343521', ' 29409816', ' 7587590', ' 15916957', ' 24509834', ' 23731732', ' 22476429', ' 29233532', ' 20952512', ' 27622768', ' 23108668', ' 28829762', ' 15292210', ' 17200671', ' 31782267', ' 10562567', ' 25292178', ' 9735362', ' 21750962', ' 19451272', ' 24076221', ' 31127894', ' 26740214', ' 14716019', ' 17200668', ' 19124506', ' 27899578', ' 17312021', ' 24315737', ' 27465554']
P27694	[' 27131385', ' 28746850', ' 15199127', ' 29601890', ' 7697716', ' 20729858', ' 22772988', ' 26474068', ' 22797063', ' 15965237', ' 10373438', ' 20522537', ' 20705237', ' 19338310', ' 20729832', ' 11884592', ' 11250913', ' 18342608', ' 8065924', ' 12226657', ' 9135082', ' 12145297', ' 16885023', ' 19812417', ' 10744741', ' 29665433', ' 20660785', ' 18242152', ' 25453469', ' 8990123', ' 20129063', ' 10526407', ' 10563794', ' 25922199', ' 17700070', ' 12584190', ' 21062395', ' 20395205', ' 8420996', ' 17700069', ' 16357261', ' 25113031', ' 11895905', ' 22940245', ' 9765279', ' 16766662', ' 12139939', ' 28698370', ' 22258451', ' 17541404', ' 12527904', ' 10887153', ' 11972036', ' 23604072', ' 22179778', ' 21399625', ' 10777662', ' 18515800', ' 23914285', ' 11157767', ' 19010961', ' 19297315', ' 11006276', ' 10373362', ' 20575039', ' 23686288', ' 16464020', ' 20159559', ' 16731533', ' 18469000', ' 24204272', ' 8650194', ' 15707391', ' 19843584', ' 11080452', ' 18535008', ' 12091911', ' 11832208', ' 25609649', ' 23186163', ' 20423048', '10029069', ' 15590680', ' 12750383', ' 24491171', ' 11917024', ' 14747526', ' 23065663', ' 16893181', ' 10525529', ' 9008167', ' 19759537', ' 23042607', ' 32796030', ' 21143968', ' 12545175', ' 22721435', ' 27601467', ' 19538122', ' 10809667', ' 27440048', ' 2159011', ' 22918586', ' 15657443', ' 14605214', ' 17494052', ' 26824734', ' 10559261', ' 17466625', ' 32101168', ' 21907836', ' 3941892', ' 10562567', ' 26774285', ' 15149598', ' 15653682', ' 17948053', ' 9882630', ' 17721672', ' 26854234', ' 16531995', ' 31534120', ' 11178747', ' 20970388', ' 14500360', ' 19279666', ' 31925419', ' 22948311', ' 33812231', ' 17643379', ' 20587534', ' 20711500', ' 12444249', ' 19608861', ' 20227374', ' 17110927', ' 17043239', ' 28607004', ' 18256600', ' 14702039', ' 19410544', ' 8943031', ' 24895130', ' 16819516', ' 17000769', ' 29807999', ' 28396594', ' 30700555', ' 17344431', ' 11479296', ' 8751446', ' 9398850', ' 17765923', ' 12791985', ' 19703396', ' 24443570', ' 20233725', ' 20819778', ' 17962301', ' 20670894', ' 19515846', ' 20515732', ' 28107649', ' 19262689', ' 11687589', ' 7700386', ' 26782416', ' 19738201', ' 21240188', ' 14734547', ' 16360315', ' 27723717', ' 9065463', ' 2842325', ' 21496642', ' 28168276', ' 17616578', ' 14596605', ' 9311981', ' 10959839', ' 24147804', ' 23042605', ' 24782567', ' 19074197', ' 19165145', ' 16260499', ' 24824831', ' 23143872', ' 11698410', ' 23698467', ' 26041456', ' 11784855', ' 8673133', ' 16407120', ' 22510597', ' 15254543', ' 28373211', ' 15279788', ' 10438626', ' 23000965', ' 11571269', ' 20711169', ' 12578958', ' 16188885', ' 18593712', ' 28257700', ' 20164194', ' 22902628', ' 28854354', ' 30072396', ' 10536157', ' 14966274', ' 23962067', ' 15225546', ' 15485900', ' 19153606', ' 28177605', ' 15916957', ' 9099749', ' 27398742', ' 9430682', ' 16530042', ' 27723720', ' 17720710', ' 21107010', ' 8381428', ' 21900206', ' 22859296', ' 16322221', ' 15743907', ' 26638075', ' 26145171', ' 20068231', ' 22623428', ' 15833913', ' 29934626', ' 10856253', ' 15475561', ' 22419161', ' 24332808', ' 17517887', ' 12370410', ' 15096578', ' 15190204', ' 19530647', ' 21496876', ' 26752685', ' 10051570', ' 9875289', ' 19367581', ' 24648516', ' 8658138', '2050703', ' 17591703', ' 8929543', ' 10473346', ' 27016742', ' 17965729', ' 21804533', ' 10101178', ' 22977173', ' 17981954', ' 21680713', ' 8702565', ' 9450758', ' 22952233', ' 15180989', ' 20154705', ' 9649448', ' 34158486', ' 25416956', ' 25395584', ' 10435622', ' 10801132', ' 31086179', ' 20496165', ' 22681887', ' 25699140', ' 24768535', ' 31153714', ' 10728666', ' 17583916', ' 16082227', ' 9716411', ' 19237606', ' 21269460', ' 30144445', ' 27175616', ' 18774935', ' 21486569', ' 26366868', ' 18438969', ' 10212258', ' 28666352', ' 9660954', ' 20062530', ' 11809771', ' 9780000', ' 18522944', ' 24126761', ' 23902751', ' 20139621', ' 10984059', ' 20729859', ' 21282463', ' 18317453', ' 21263215', ' 31492859', ' 33704464', ' 20167590', ' 16246722', ' 32856505', ' 16123081', ' 16148040', ' 18171670', ' 11950880', ' 18669648', ' 18723675', ' 12050365', ' 28854355', ' 10734115', ' 16337601', ' 17396150', ' 20184389', ' 16520097', ' 21859891', ' 23543748', ' 12486030', ' 21935481', ' 25550423', ' 7587590', ' 22194613', ' 9781043', ' 19996105', ' 16169070', ' 10882098', ' 12379650', ' 17959650', ' 14517266', ' 20952260', ' 11968016', ' 15735006', ' 11927569', ' 20103649', ' 18003706', ' 21777809', ' 10318934', ' 17312021', ' 11390642', ' 10652259', ' 34816659', ' 10928988', ' 15489334', ' 16135809', ' 24275569', ' 28534480', ' 11292842', ' 17575048', ' 17928296', ' 27131361', ' 17507928', ' 31919510', ' 33444457', ' 30279242', ' 7760808', ' 9925639', ' 11601988', ' 11063722', ' 14657033', ' 19413330', ' 14624239', ' 10757793', ' 23671665', ' 14636568', ' 25320291', ' 18283110', ' 18757400', ' 16143102', ' 24402227', ' 9214288', ' 15304223', ' 15189446', ' 9214649', ' 26496610', ' 23723247', ' 16611994', ' 29320546', ' 19170759', ' 18539610', ' 15273694', ' 16139798', ' 19941829', ' 18430927', ' 28551686', ' 17673209', ' 9660953', ' 15164066', ' 17977839', ' 26748787', ' 22223895', ' 11171374', ' 19492058', ' 19940136', ' 9826763', ' 11058110', ' 11473323', ' 16234232', ' 10460157', ' 12045100', ' 17666013', ' 12952891', ' 14499497', ' 30291044', ' 12200445', ' 19419957', ' 15775963', ' 28590137', ' 33242956', ' 28334870', ' 25542993', ' 19187036', ' 19223468', ' 21659603', ' 22028648', ' 27208176', ' 31473101', ' 18245774', ' 18787696', ' 24565939', ' 18541667', ' 17525332', ' 26491943', ' 15456284', ' 20562859', ' 24449906', ' 16793375', ' 22859295', ' 23345434', ' 10760286', ' 10859164', ' 21988832', ' 18079701', ' 14704203', ' 19586055', ' 9699634', ' 16943440', ' 24485656', ' 9443891', ' 15703751', ' 10921897', ' 19116208', ' 16327781', ' 19494131', ' 8505312', ' 17620599', ' 22700975', ' 15665856', ' 19854130', ' 23731732', ' 10072381', ' 30838409', ' 15189136', ' 9735362', ' 14654843', ' 9837724', ' 16344468', ' 18931676', ' 25400143', ' 21901111', ' 20616048', ' 8196638']
P15927	[' 15199127', ' 7697716', ' 25070753', ' 20729858', ' 21504906', ' 22772988', ' 26474068', ' 15965237', ' 11731442', ' 20522537', ' 15060176', ' 19338310', ' 17035231', ' 27068393', ' 20729832', ' 11884592', ' 11250913', ' 19834905', ' 18342608', ' 8065924', ' 12226657', ' 9135082', ' 12145297', ' 16885023', ' 10744741', ' 20639859', ' 20660785', ' 18242152', ' 20129063', ' 14872059', ' 12584190', ' 21062395', ' 23047005', ' 18289945', ' 16357261', ' 25113031', ' 22940245', ' 9765279', ' 16766662', ' 12139939', ' 22258451', ' 17541404', ' 12527904', ' 10887153', ' 23604072', ' 19713747', ' 10777662', ' 11006276', ' 10373362', ' 23686288', ' 16464020', ' 20159559', ' 29290612', ' 8650194', ' 15707391', ' 20360068', ' 19843584', ' 11080452', ' 18535008', ' 12091911', ' 11832208', ' 20201926', ' 25609649', ' 26057167', '10029069', ' 15590680', ' 12750383', ' 11917024', ' 23065663', ' 10525529', ' 9008167', ' 19759537', ' 23042607', ' 21143968', ' 12545175', ' 22721435', ' 27601467', ' 10809667', ' 2159011', ' 15657443', ' 14605214', ' 10559261', ' 17466625', ' 3941892', ' 10562567', ' 15149598', ' 17948053', ' 9882630', ' 19793861', ' 16531995', ' 11178747', ' 20970388', ' 14500360', ' 27999209', ' 19279666', ' 23910567', ' 17643379', ' 12444249', ' 20227374', ' 20670893', ' 17043239', ' 18256600', ' 15205463', ' 19386720', ' 20802463', ' 8943031', ' 16819516', ' 17000769', ' 33820915', ' 17344431', ' 23897887', ' 8751446', ' 9398850', ' 33784377', ' 17765923', ' 12791985', ' 19703396', ' 20233725', ' 17962301', ' 20670894', ' 28107649', ' 11687589', ' 7700386', ' 19738201', ' 14734547', ' 16360315', ' 27723717', ' 9065463', ' 23684611', ' 2842325', ' 21496642', ' 9311981', ' 10959839', ' 23042605', ' 19074197', ' 16260499', ' 23143872', ' 11698410', ' 23698467', ' 11784855', ' 8673133', ' 16407120', ' 15254543', ' 10438626', ' 23000965', ' 17976647', ' 11571269', ' 26237679', ' 20711169', ' 12578958', ' 16188885', ' 18593712', ' 20164194', ' 22902628', ' 21137066', ' 26271993', ' 10536157', ' 17296725', ' 15225546', ' 15485900', ' 19153606', ' 15916957', ' 9099749', ' 9430682', ' 16530042', ' 27723720', ' 16710414', ' 17720710', ' 29875999', ' 31582797', ' 21052091', ' 22859296', ' 16322221', ' 15743907', ' 26638075', ' 26721387', ' 20068231', ' 15833913', ' 10856253', ' 15475561', ' 24332808', ' 17517887', ' 12370410', ' 15190204', ' 21496876', ' 10051570', ' 9875289', ' 24648516', ' 8658138', ' 8929543', ' 10473346', ' 12509449', ' 17965729', ' 21804533', ' 10101178', ' 22977173', ' 25249630', ' 17981954', ' 21680713', ' 28575658', ' 8702565', ' 9450758', ' 22952233', ' 20154705', ' 9649448', ' 22037398', ' 25416956', ' 10435622', ' 10801132', ' 20496165', ' 22681887', ' 24768535', ' 10728666', ' 17583916', ' 11081631', ' 9716411', ' 19237606', ' 21269460', ' 8246944', ' 10212258', ' 28666352', ' 9660954', ' 20062530', ' 21731742', ' 19197236', ' 11809771', ' 9780000', ' 24126761', ' 21664290', ' 23902751', ' 10984059', ' 20729859', ' 10982866', ' 21282463', ' 22684010', ' 12814551', ' 18317453', ' 21263215', ' 26845351', ' 16246722', ' 32856505', ' 30237520', ' 20679368', ' 16123081', ' 16148040', ' 18171670', ' 9295339', ' 11950880', ' 18669648', ' 23319600', ' 10734115', ' 16337601', ' 20130019', ' 9781043', ' 7587590', ' 19996105', ' 16169070', ' 10882098', ' 12379650', ' 17959650', ' 14517266', ' 20952260', ' 11927569', ' 19793863', ' 21777809', ' 10318934', ' 17312021', ' 11390642', ' 10652259', ' 19793862', ' 10928988', ' 15489334', ' 11292842', ' 17575048', ' 17928296', ' 9925639', ' 11601988', ' 14657033', ' 19413330', ' 21558276', ' 14624239', ' 10757793', ' 14636568', ' 23393223', ' 18283110', ' 18757400', ' 16143102', ' 24402227', ' 15304223', ' 15189446', ' 9214649', ' 19704001', ' 26496610', ' 23723247', ' 9139719', ' 16611994', ' 19170759', ' 18539610', ' 16139798', ' 19941829', ' 18430927', ' 9660953', ' 15164066', ' 17977839', ' 11171374', ' 19492058', ' 19940136', ' 9826763', ' 11058110', ' 11473323', ' 10460157', ' 17141802', ' 1318195', ' 12045100', ' 12952891', ' 12200445', ' 15775963', ' 19223468', ' 21659603', ' 2200738', ' 22521144', ' 18787696', ' 18541667', ' 17525332', ' 20562859', ' 24449906', ' 26684013', ' 16793375', ' 22859295', ' 23345434', ' 10760286', ' 10859164', ' 21988832', ' 18079701', ' 14704203', ' 15793585', ' 19586055', ' 9699634', ' 16943440', ' 24485656', ' 9443891', ' 15703751', ' 28007956', ' 10921897', ' 19116208', ' 19671522', ' 16327781', ' 19494131', ' 8505312', ' 24253929', ' 22700975', ' 15665856', '2406247', ' 23731732', ' 28575657', ' 10072381', ' 15189136', ' 9735362', ' 24910198', ' 10449415', ' 9837724', ' 24819595', ' 16344468', ' 18931676', ' 24730652', ' 8196638']
P54253	[' 15489334', ' 23414517', ' 26522012', ' 16389595', ' 20220018', ' 25768905', ' 20711500', ' 19500214', ' 22780124', ' 17557114', ' 18182848', ' 15148151', ' 14756671', ' 16497448', ' 20069235', ' 18216249', ' 27577232', ' 30314815', ' 12062018', ' 32339968', ' 15300851', ' 15750336', ' 15824120', ' 11136710', ' 11001934', ' 33159825', ' 22330095', ' 20018885', ' 21315774', ' 11781699', ' 9184318', ' 25416956', ' 20379614', ' 29274668', ' 25344417', ' 24858692', ' 16614004', ' 22666429', ' 14574404', ' 22511762', ' 20417604', ' 34635619', ' 27466200', ' 16967484', ' 8634720', ' 16831871', ' 17925862', ' 23512657', ' 18519031', '7951322', ' 27686464', ' 23294540', ' 12093161', ' 23719381', ' 32408088', ' 21302343', ' 15292212', ' 19049837', ' 20308783', ' 14985428', ' 14583607', ' 17110330', ' 11804332', ' 20037628', ' 29055568', ' 12411613', ' 34302818', ' 23197749', ' 18231590', ' 30391819', ' 29852174', ' 28551466', ' 16311891', ' 20097758', ' 25641559', ' 15878393', ' 16121196', ' 11807410', ' 23186163', ' 31381977', ' 9097953', ' 15167689', ' 18669648', ' 20477910', ' 22491195', ' 7647801', ' 26879337', ' 12965213', ' 23760502', ' 12757932', ' 18160752', ' 21475249', ' 24032423', ' 30507379', ' 19597981', '11121205', ' 11973625', ' 23536093', ' 16713569', ' 32763910', ' 19235102', ' 12757707', ' 19451621', ' 23528090', ' 18337722', ' 15615787', ' 18439907', ' 20936779', ' 12360291', ' 17442486', ' 16277991', ' 23634774', ' 22916034', ' 19259763', ' 28212558', ' 24155902', ' 17540008', ' 9353121', ' 23275563', ' 20132795', ' 16380905', ' 12741986', ' 27193757']
Q8N9N5	[' 20097305', ' 15489334', ' 24275569', ' 19303885', ' 25239884', ' 28103507', ' 12494467', ' 19799771', ' 28617439', ' 15623522', ' 20153327', ' 21044950', ' 15701641', ' 25157104', ' 20064372', ' 25609649', '10950932', ' 23186163', ' 18981184', ' 17668048', ' 23876508', ' 20709157', ' 25086032', ' 20562859', ' 16166625', ' 16189514', ' 21988832', ' 22074660', ' 26080397', ' 15616553', ' 31422285', ' 10940556', ' 25299772', ' 18822384', ' 28112733', ' 22674979', ' 20068231', ' 25416956', ' 21516116', ' 33082288', ' 20379614', '14702039', ' 20075864']
Q9H503	[' 16337940', ' 28684548', '20235792', ' 15489334', '7829101', ' 11780052', ' 20379614']
Q96AP0	[' 20211137', ' 22579284', ' 15489334', ' 24275569', ' 20651253', ' 21044950', ' 19413330', ' 22460582', ' 16314528', ' 15316005', ' 14702039', ' 20231318', ' 20551483', ' 16189514', ' 25205116', ' 16880378', ' 25593184', ' 8794855', ' 26496610', ' 28112733', ' 25416956', ' 27807141', ' 23926102', ' 18220336', ' 29774655', ' 16079285', ' 24115439', ' 29160297', ' 6693436', ' 28334750', ' 2342578', ' 31723267', ' 28393832', ' 20524933', ' 23604072', ' 9822671', ' 15060173', ' 20404094', ' 16166375', ' 19648609', ' 25271372', ' 23657261', ' 10669743', ' 19690332', ' 26055325', ' 21829167', ' 23186163', ' 24038470', ' 17452644', ' 17543860', ' 27849570', ' 23103865', ' 15189140', ' 28854357', ' 25233904', ' 18669648', ' 25128433', ' 28393830', ' 17466001', '10329413', ' 15231715', ' 8954124', ' 25620558', '15181449', ' 18593712', ' 15537664', ' 15007108', ' 16713569', ' 15383534', ' 1974050', ' 16169070', ' 2392154', ' 15616553', ' 17512402', ' 17237768', ' 20639858', ' 30026550', ' 17172855', ' 20068231', ' 16522649', ' 22871736']
O43823	['9473338', ' 25852190', ' 10764601', ' 24275569', ' 25770215', ' 17400507', ' 22446626', ' 19690332', ' 22157815', ' 16980585', ' 23986595', ' 26683827', ' 20360068', ' 19413330', ' 18698806', ' 24129315', ' 26076356', ' 25609649', ' 21269460', ' 23186163', ' 15057824', ' 10791967', ' 27824034', ' 21182205', ' 20467437', ' 19277197', ' 16227597', ' 17081983', ' 23995757', ' 10601332', ' 23752268', ' 22113938', ' 26823747', ' 29288530', ' 21406692', ' 17314511', ' 21182203', ' 20195357', ' 32719551', ' 16959974', ' 29397057', ' 30982750', ' 11964380', ' 18691976', ' 23602568', ' 31980632', ' 26496610', '12414807', ' 26880274', ' 12740381', ' 28112733', ' 15470020', ' 28379780', ' 18669648', ' 20068231', ' 29093346', ' 22130794', ' 14641107', ' 11591814', ' 32028718', ' 21150319', ' 23902751']
Q8IUX7	[' 34332599', ' 12690205', ' 15489334', ' 24275569', ' 34373835', '11438679', '9624159', ' 24344132', ' 31601918', ' 20711500', ' 27023906', ' 31462616', ' 29606302', ' 16307171', ' 14702039', ' 31299062', ' 18985028', ' 32086986', ' 20419060', ' 29799877', ' 31219650', ' 31864713', ' 31176712', ' 30668708', ' 30097586', ' 27997051', ' 22723309', ' 34601654', ' 29553485', ' 22821744', ' 30548383', ' 8920928', ' 19159218', ' 19179605', ' 34938806']
P52594	[' 21962517', ' 15489334', ' 24275569', ' 18775314', ' 15703209', ' 19536138', ' 15749819', ' 17540576', ' 9092476', ' 19413330', ' 19262425', ' 26701340', ' 2115402', ' 17681954', ' 10625686', ' 14702039', ' 11239472', ' 7637788', ' 20448150', ' 22233676', ' 20428113', ' 20059951', ' 19696796', ' 21406692', ' 10559861', ' 8552632', ' 18790740', ' 12057195', ' 17765681', ' 16410077', ' 25416956', ' 17158794', ' 23984888', ' 14622578', ' 21927000', ' 21482805', ' ', ' 20033059', ' 10542231', '10535736', ' 11532990', ' 23536704', ' 16215232', ' 22505844', ' 31243884', ' 21269460', ' 16103228', ' 22623428', ' 31703640', ' 18093523', ' 16903783', ' 17081983', ' 32141537', ' 19738201', ' 9427626', ' 16516836', ' 10613896', ' 17512409', ' 15502813', ' 17018281', ' 23891661', ' 17978091', ' 8524399', ' 21841790', ' 24789820', ' 25107275', ' 23861397', ' 15649145', ' 11231140', ' 30621700', ' 11577110', '7634337', ' 16326391', ' 23823722', ' 14622579', ' 10766823', ' 19690332', ' 11470803', ' 9303539', ' 23186163', ' 9100026', ' 11889126', ' 11082044', ' 15895077', ' 21613550', ' 15815621', ' 18981233', ' 22099461', ' 17609109', ' 18669648', ' 21278753', ' 24577083', ' 15260957', ' 15252009', ' 19296720', ' 21187331', ' 22484487', ' 23297414', ' 24966051', ' 21445324', ' 7877694', ' 20826345', ' 19603039', ' 18088087', ' 20946875', ' 19458185', ' 21779028', ' 12952949', ' 6146630', ' 20936779', ' 10559924', ' 25341920', ' 25944712', ' 15318165', ' 18388313', ' 21752912', ' 30682089', ' 9635431', ' 27518435', ' 20231386', ' 15502812', ' 14701878', ' 18819912', ' 9736607', ' 24186068', ' 16798879', ' 21927001', ' 21316588', ' 24581490', ' 19092055', ' 26638075', ' 20068231', ' 9428629', ' 26042225', ' 21439320', ' 11517213', ' 19575674']
